-100,-100,,50.0,4976.439,2175.699,1.9617336E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617339E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617342E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617345E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617348E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617351E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617354E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617357E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.961736E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617363E9,50.0,50.0,0,11,6,10,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617366E9,50.0,50.0,0,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4976.439,2175.699,1.9617369E9,50.0,50.0,0,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4964.08,2179.51,1.9617372E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4481.985,2202.923,1.9617375E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4092.829,2182.569,1.9617378E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4068.778,1764.603,1.9617381E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4063.162,1345.534,1.9617384E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,4060.074,925.6072,1.9617387E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,3937.209,628.1462,1.961739E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,3517.555,616.6778,1.9617393E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,3099.188,635.6413,1.9617396E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,2679.542,643.251,1.9617399E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,2260.159,641.0688,1.9617402E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1997.16,778.2278,1.9617405E9,50.0,50.0,12,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617408E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617411E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617414E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617417E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.961742E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617423E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617426E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617429E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617432E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617435E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617438E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617441E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617444E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
-100,-100,,50.0,1751.754,749.3658,1.9617447E9,50.0,50.0,3,11,6,4,826.5063868323156,16.0,553.840434212141
