701,700,223,221,19.0,222,-1,-1,-1,2231.891,4564.949,-1,221,521
701,700,246,242,20.0,244,-1,-1,-1,1294.879,4462.162,-1,242,435
701,700,322,320,29.0,321,-1,-1,-1,1393.235,4920.767,-1,320,527
701,700,363,359,33.0,361,-1,-1,-1,1749.555,5245.752,-1,359,435
701,700,370,368,35.0,369,-1,-1,-1,2050.18,4335.08,-1,368,527
701,700,409,407,38.0,408,-1,-1,-1,1417.176,3332.468,-1,407,526
701,700,519,517,42.0,518,-1,-1,-1,-584.659,1653.137,-1,517,522
701,700,550,546,50.0,548,-1,-1,-1,1384.395,3624.778,-1,546,483
701,700,559,555,53.0,557,-1,-1,-1,-2025.81,1958.78,-1,555,465
701,700,569,567,54.0,568,-1,-1,-1,1175.072,1558.156,-1,567,522
701,700,572,570,55.0,571,-1,-1,-1,2153.389,4760.551,-1,570,526
701,700,613,609,66.0,611,-1,-1,-1,1603.441,4025.563,-1,609,465
701,700,619,615,69.0,617,-1,-1,-1,2050.18,4374.926,-1,615,444
701,700,623,621,72.0,622,-1,-1,-1,-726.539,1381.933,-1,621,524
701,700,643,639,80.0,641,-1,-1,-1,589.7126,3461.117,-1,639,417
701,700,661,657,88.0,659,-1,-1,-1,1621.751,4457.745,-1,657,450
701,700,683,681,93.0,682,-1,-1,-1,-365.125,1859.864,-1,681,524
701,700,688,684,94.0,686,-1,-1,-1,-1692.81,1826.629,-1,684,477
701,700,3,1,101.0,2,-1,-1,-1,1831.089,5326.192,-1,1,524
701,700,29,25,106.0,27,-1,-1,-1,2015.601,4877.664,-1,25,410
701,700,76,74,126.0,75,-1,-1,-1,1250.185,4900.797,-1,74,526
701,700,102,98,136.0,100,-1,-1,-1,1488.478,3490.893,-1,98,502
701,700,108,104,137.0,106,-1,-1,-1,1366.241,4715.042,-1,104,435
701,700,112,110,139.0,111,-1,-1,-1,110.2945,509.2027,-1,110,526
701,700,115,113,145.0,114,-1,-1,-1,2034.773,4443.291,-1,113,527
701,700,120,116,151.0,118,-1,-1,-1,1814.113,4467.798,-1,116,450
701,700,127,125,159.0,126,-1,-1,-1,529.0336,4425.668,-1,125,523
701,700,142,140,168.0,141,-1,-1,-1,-456.338,1395.282,-1,140,523
701,700,145,143,169.0,144,-1,-1,-1,1409.399,3410.171,-1,143,525
701,700,156,152,174.0,154,-1,-1,-1,1489.136,3323.117,-1,152,483
701,700,160,158,176.0,159,-1,-1,-1,1749.555,5173.115,-1,158,521
701,700,201,197,183.0,199,-1,-1,-1,1789.415,3245.31,-1,197,444
701,700,207,203,184.0,205,-1,-1,-1,810.2347,406.6006,-1,203,508
701,700,213,209,186.0,211,-1,-1,-1,1585.021,4034.334,-1,209,508
701,700,219,215,188.0,217,-1,-1,-1,1259.755,4768.654,-1,215,493
701,700,228,224,194.0,226,-1,-1,-1,975.8759,4561.888,-1,224,502
701,700,234,230,195.0,232,-1,-1,-1,615.3098,3201.003,-1,230,435
701,700,240,236,196.0,238,-1,-1,-1,1024.237,4571.087,-1,236,426
701,700,252,248,203.0,250,-1,-1,-1,1309.485,3221.877,-1,248,483
701,700,258,254,209.0,256,-1,-1,-1,1313.929,4437.056,-1,254,465
701,700,264,260,210.0,262,-1,-1,-1,927.5145,4571.087,-1,260,410
701,700,268,266,215.0,267,-1,-1,-1,1491.796,3427.969,-1,266,524
701,700,273,269,231.0,271,-1,-1,-1,1304.885,3526.737,-1,269,477
701,700,279,275,235.0,277,-1,-1,-1,1209.986,4886.716,-1,275,426
701,700,285,281,236.0,283,-1,-1,-1,-1025.46,1458.394,-1,281,444
701,700,289,287,245.0,288,-1,-1,-1,1404.796,3346.433,-1,287,416
701,700,294,290,261.0,292,-1,-1,-1,1314.776,3620.368,-1,290,417
701,700,298,296,266.0,297,-1,-1,-1,1274.271,1163.505,-1,296,525
701,700,301,299,272.0,300,-1,-1,-1,1784.515,3423.27,-1,299,521
