22816.0,448.0,3.0,22797.0,0.4266666666666678,1.0
23014.0,448.0,5.0,23011.0,0.5333333333333343,1.0
22924.0,448.0,6.0,22919.0,0.4533333333333344,1.0
22977.0,448.0,3.0,22950.0,0.4266666666666678,1.0
23058.0,448.0,7.0,23042.0,0.48000000000000104,1.0
22780.0,448.0,2.0,22766.0,0.18666666666666762,1.0
22899.0,448.0,2.0,22889.0,0.18666666666666762,1.0
22808.0,448.0,2.0,22797.0,0.0800000000000004,1.0
22777.0,448.0,6.0,22766.0,0.5600000000000009,1.0
23012.0,448.0,3.0,23011.0,0.520000000000001,1.0
22861.0,448.0,6.0,22858.0,0.6000000000000009,1.0
22862.0,448.0,7.0,22858.0,0.520000000000001,1.0
22979.0,448.0,5.0,22950.0,0.4266666666666678,1.0
22858.0,448.0,3.0,22858.0,0.5066666666666677,1.0
22818.0,448.0,5.0,22797.0,0.4533333333333344,1.0
23029.0,448.0,6.0,23011.0,0.49333333333333435,1.0
22906.0,448.0,2.0,22889.0,0.3866666666666679,1.0
22839.0,448.0,5.0,22827.0,0.4400000000000011,1.0
22920.0,448.0,2.0,22919.0,0.1600000000000008,1.0
23037.0,448.0,7.0,23011.0,0.4266666666666678,1.0
22953.0,448.0,7.0,22950.0,0.5333333333333343,1.0
22956.0,448.0,3.0,22950.0,0.46666666666666773,1.0
22884.0,448.0,8.0,22858.0,0.30666666666666803,1.0
22763.0,448.0,6.0,22736.0,0.5600000000000009,1.0
23018.0,448.0,2.0,23011.0,0.13333333333333403,1.0
23042.0,448.0,5.0,23042.0,0.46666666666666773,1.0
22842.0,448.0,8.0,22827.0,0.0,1.0
22942.0,448.0,3.0,22919.0,0.5066666666666677,1.0
22882.0,448.0,6.0,22858.0,0.5600000000000009,1.0
22854.0,448.0,6.0,22827.0,0.5066666666666677,1.0
22833.0,448.0,6.0,22827.0,0.49333333333333435,1.0
22798.0,448.0,6.0,22797.0,0.5733333333333342,1.0
22751.0,448.0,8.0,22736.0,0.5066666666666677,1.0
22776.0,448.0,5.0,22766.0,0.4266666666666678,1.0
22928.0,448.0,3.0,22919.0,0.46666666666666773,1.0
22804.0,448.0,5.0,22797.0,0.5466666666666676,1.0
22714.0,448.0,6.0,22705.0,0.693333333333334,1.0
22759.0,448.0,2.0,22736.0,0.12000000000000062,1.0
22809.0,448.0,3.0,22797.0,0.4266666666666678,1.0
22886.0,448.0,3.0,22858.0,0.4000000000000012,1.0
22758.0,448.0,8.0,22736.0,0.4000000000000012,1.0
22976.0,448.0,2.0,22950.0,0.14666666666666742,1.0
22791.0,448.0,6.0,22766.0,0.5733333333333342,1.0
22772.0,448.0,8.0,22766.0,0.26666666666666805,1.0
22872.0,448.0,3.0,22858.0,0.4400000000000011,1.0
22957.0,448.0,4.0,22950.0,0.46666666666666773,1.0
23027.0,448.0,4.0,23011.0,0.520000000000001,1.0
23054.0,448.0,3.0,23042.0,0.4400000000000011,1.0
22740.0,448.0,4.0,22736.0,0.5333333333333343,1.0
22980.0,448.0,6.0,22980.0,0.5600000000000009,1.0
23041.0,448.0,4.0,23011.0,0.4533333333333344,1.0
22748.0,448.0,5.0,22736.0,0.6000000000000009,1.0
23057.0,448.0,6.0,23042.0,0.34666666666666796,1.0
22946.0,448.0,7.0,22919.0,0.4266666666666678,1.0
22774.0,448.0,3.0,22766.0,0.49333333333333435,1.0
22984.0,448.0,3.0,22980.0,0.4533333333333344,1.0
22940.0,448.0,8.0,22919.0,0.26666666666666805,1.0
22873.0,448.0,4.0,22858.0,0.4266666666666678,1.0
22744.0,448.0,8.0,22736.0,0.25333333333333463,1.0
22706.0,448.0,5.0,22705.0,0.9333333333333335,1.0
22724.0,448.0,2.0,22705.0,0.4400000000000011,1.0
22741.0,448.0,5.0,22736.0,0.6266666666666675,1.0
23008.0,448.0,6.0,22980.0,0.5333333333333343,1.0
23049.0,448.0,5.0,23042.0,0.5066666666666677,1.0
22855.0,448.0,7.0,22827.0,0.520000000000001,1.0
22966.0,448.0,6.0,22950.0,0.4133333333333345,1.0
22799.0,448.0,7.0,22797.0,0.520000000000001,1.0
22726.0,448.0,4.0,22705.0,0.5066666666666677,1.0
22837.0,448.0,3.0,22827.0,0.3866666666666679,1.0
23033.0,448.0,3.0,23011.0,0.46666666666666773,1.0
22801.0,448.0,2.0,22797.0,0.200000000000001,1.0
23032.0,448.0,2.0,23011.0,0.34666666666666796,1.0
22711.0,448.0,3.0,22705.0,0.6533333333333341,1.0
22974.0,448.0,7.0,22950.0,0.48000000000000104,1.0
22722.0,448.0,7.0,22705.0,0.520000000000001,1.0
22885.0,448.0,2.0,22858.0,0.21333333333333443,1.0
22708.0,448.0,7.0,22705.0,0.7866666666666672,1.0
22996.0,448.0,8.0,22980.0,0.22666666666666782,1.0
22931.0,448.0,6.0,22919.0,0.5733333333333342,1.0
22723.0,448.0,8.0,22705.0,0.6133333333333342,1.0
22870.0,448.0,8.0,22858.0,0.34666666666666796,1.0
23038.0,448.0,8.0,23011.0,0.24000000000000124,1.0
22813.0,448.0,7.0,22797.0,0.520000000000001,1.0
22718.0,448.0,3.0,22705.0,0.520000000000001,1.0
22812.0,448.0,6.0,22797.0,0.6000000000000009,1.0
22829.0,448.0,2.0,22827.0,0.18666666666666762,1.0
22750.0,448.0,7.0,22736.0,0.5866666666666676,1.0
22921.0,448.0,3.0,22919.0,0.4000000000000012,1.0
22987.0,448.0,6.0,22980.0,0.5066666666666677,1.0
22994.0,448.0,6.0,22980.0,0.4266666666666678,1.0
23052.0,448.0,8.0,23042.0,0.33333333333333465,1.0
22851.0,448.0,3.0,22827.0,0.4266666666666678,1.0
22795.0,448.0,3.0,22766.0,0.4400000000000011,1.0
