,-100,381.0,1358.544,877.2786,4.0,381.0,3,381.0,1.0,3,381.0,4.0,1.0
,-100,384.0,4339.701,880.1644,3.0,384.0,3,384.0,1.0,3,384.0,3.0,1.0
,-100,393.0,4220.741,903.9691,6.0,393.0,3,393.0,1.0,3,393.0,6.0,1.0
,-100,394.0,982.7393,865.1494,2.0,394.0,3,394.0,1.0,3,394.0,2.0,1.0
,-100,395.0,1725.599,286.5863,4.0,395.0,3,395.0,2.0,3,395.0,4.0,2.0
,-100,396.0,4390.34,868.9021,8.0,396.0,3,396.0,1.0,3,396.0,8.0,1.0
,-100,401.0,1638.152,-1674.86,8.0,401.0,3,401.0,2.0,3,401.0,8.0,2.0
,-100,409.0,4007.885,1207.49,6.0,409.0,3,409.0,1.0,3,409.0,6.0,1.0
,-100,412.0,1686.152,496.2476,6.0,412.0,3,412.0,2.0,3,412.0,6.0,2.0
,-100,413.0,2102.895,917.119,7.0,413.0,3,413.0,1.0,3,413.0,7.0,1.0
,-100,416.0,1381.677,507.3181,7.0,416.0,3,416.0,1.0,3,416.0,7.0,1.0
,-100,418.0,1269.872,789.6213,7.0,418.0,3,418.0,2.0,3,418.0,7.0,2.0
,-100,420.0,4234.689,1677.414,5.0,420.0,3,420.0,1.0,3,420.0,5.0,1.0
,-100,423.0,1744.506,650.4125,8.0,423.0,3,423.0,1.0,3,423.0,8.0,1.0
,-100,425.0,1795.107,-328.89,6.0,425.0,3,425.0,2.0,3,425.0,6.0,2.0
,-100,426.0,1335.95,-904.232,5.0,426.0,3,426.0,1.0,3,426.0,5.0,1.0
,-100,429.0,4418.132,715.9086,6.0,429.0,3,429.0,1.0,3,429.0,6.0,1.0
,-100,430.0,2001.477,707.1111,2.0,430.0,3,430.0,1.0,3,430.0,2.0,1.0
,-100,432.0,4100.917,991.327,6.0,432.0,3,432.0,1.0,3,432.0,6.0,1.0
,-100,434.0,4103.165,800.6342,8.0,434.0,3,434.0,1.0,3,434.0,8.0,1.0
,-100,435.0,4383.066,1122.744,7.0,435.0,3,435.0,1.0,3,435.0,7.0,1.0
,-100,436.0,4861.346,1376.397,6.0,436.0,3,436.0,1.0,3,436.0,6.0,1.0
,-100,437.0,3610.994,660.207,9.0,437.0,3,437.0,1.0,3,437.0,9.0,1.0
,-100,439.0,3622.718,585.2216,7.0,439.0,3,439.0,1.0,3,439.0,7.0,1.0
,-100,440.0,4328.781,448.7991,8.0,440.0,3,440.0,1.0,3,440.0,8.0,1.0
,-100,831.0,3572.469,-2200.27,7.0,831.0,3,831.0,2.0,3,831.0,7.0,2.0
,-100,833.0,4299.95,-1967.82,4.0,833.0,3,833.0,1.0,3,833.0,4.0,1.0
,-100,834.0,2944.72,-2380.13,7.0,834.0,3,834.0,1.0,3,834.0,7.0,1.0
,-100,837.0,5274.275,-2236.82,8.0,837.0,3,837.0,3.0,3,837.0,8.0,3.0
,-100,838.0,4457.264,-1403.81,6.0,838.0,3,838.0,2.0,3,838.0,6.0,2.0
,-100,839.0,4491.262,-1567.7,4.0,839.0,3,839.0,1.0,3,839.0,4.0,1.0
,-100,841.0,4386.238,-1771.45,9.0,841.0,3,841.0,1.0,3,841.0,9.0,1.0
,-100,842.0,5040.338,-692.712,4.0,842.0,3,842.0,2.0,3,842.0,4.0,2.0
,-100,845.0,2673.88,-2363.14,7.0,845.0,3,845.0,2.0,3,845.0,7.0,2.0
,-100,850.0,5198.195,-2364.17,5.0,850.0,3,850.0,1.0,3,850.0,5.0,1.0
,-100,855.0,4940.69,-784.623,7.0,855.0,3,855.0,2.0,3,855.0,7.0,2.0
,-100,856.0,4846.264,-468.029,7.0,856.0,3,856.0,1.0,3,856.0,7.0,1.0
,-100,857.0,4912.223,-1096.08,8.0,857.0,3,857.0,2.0,3,857.0,8.0,2.0
,-100,860.0,4575.535,-836.853,5.0,860.0,3,860.0,1.0,3,860.0,5.0,1.0
,-100,861.0,5106.718,-2235.29,5.0,861.0,3,861.0,1.0,3,861.0,5.0,1.0
,-100,862.0,4473.948,-1475.35,4.0,862.0,3,862.0,1.0,3,862.0,4.0,1.0
,-100,865.0,4032.689,-1968.21,8.0,865.0,3,865.0,2.0,3,865.0,8.0,2.0
,-100,868.0,4381.55,-1982.78,9.0,868.0,3,868.0,1.0,3,868.0,9.0,1.0
,-100,871.0,3456.928,-2202.65,9.0,871.0,3,871.0,2.0,3,871.0,9.0,2.0
,-100,873.0,4184.061,-2000.3,8.0,873.0,3,873.0,1.0,3,873.0,8.0,1.0
,-100,874.0,4683.882,-1985.98,6.0,874.0,3,874.0,1.0,3,874.0,6.0,1.0
,-100,877.0,4571.813,-1784.07,9.0,877.0,3,877.0,1.0,3,877.0,9.0,1.0
,-100,878.0,4468.581,-1104.68,9.0,878.0,3,878.0,1.0,3,878.0,9.0,1.0
,-100,883.0,5261.788,-2148.43,8.0,883.0,3,883.0,1.0,3,883.0,8.0,1.0
,-100,887.0,4166.991,-1590.6,6.0,887.0,3,887.0,1.0,3,887.0,6.0,1.0
,-100,888.0,3711.302,-1034.46,4.0,888.0,3,888.0,1.0,3,888.0,4.0,1.0
,-100,1280.0,3608.072,-501.426,6.0,1280.0,3,1280.0,1.0,3,1280.0,6.0,1.0
,-100,1281.0,4857.006,-250.102,5.0,1281.0,3,1281.0,1.0,3,1281.0,5.0,1.0
,-100,1282.0,4008.345,-746.029,6.0,1282.0,3,1282.0,1.0,3,1282.0,6.0,1.0
,-100,1290.0,4283.435,-625.225,7.0,1290.0,3,1290.0,2.0,3,1290.0,7.0,2.0
,-100,1292.0,3790.738,-170.842,5.0,1292.0,3,1292.0,3.0,3,1292.0,5.0,3.0
,-100,1297.0,5479.411,-3255.07,8.0,1297.0,3,1297.0,1.0,3,1297.0,8.0,1.0
,-100,1298.0,4903.192,-3569.21,9.0,1298.0,3,1298.0,1.0,3,1298.0,9.0,1.0
,-100,1299.0,3991.942,-769.62,7.0,1299.0,3,1299.0,1.0,3,1299.0,7.0,1.0
