16.0,5227.989,2211.118,1.0,0,16.0,16.0,0,1.0
947.0,6851.971,-2741.93,1.0,0,947.0,947.0,0,1.0
720.0,3631.197,-1613.04,1.0,0,720.0,720.0,0,1.0
1211.0,3924.8,-828.397,1.0,0,1211.0,1211.0,0,1.0
1039.0,5925.937,-1460.09,1.0,0,1039.0,1039.0,0,1.0
948.0,3603.07,-320.083,1.0,0,948.0,948.0,0,1.0
1643.0,7602.587,-4381.8,1.0,0,1643.0,1643.0,0,1.0
1546.0,4635.607,-4432.45,1.0,0,1546.0,1546.0,0,1.0
1389.0,4816.888,-4500.97,1.0,0,1389.0,1389.0,0,1.0
1212.0,5948.746,-1660.48,1.0,0,1212.0,1212.0,0,1.0
564.0,3011.619,-1202.9,1.0,0,564.0,564.0,0,1.0
1040.0,5973.348,-1343.38,1.0,0,1040.0,1040.0,0,1.0
983.0,5254.48,-470.072,1.0,0,983.0,983.0,0,1.0
949.0,6169.22,-1664.88,1.0,0,949.0,949.0,0,1.0
1685.0,7503.549,-4416.79,1.0,0,1685.0,1685.0,0,1.0
1644.0,7332.423,-4575.48,1.0,0,1644.0,1644.0,0,1.0
1589.0,5116.566,-4449.54,1.0,0,1589.0,1589.0,0,1.0
1549.0,6594.347,-4344.45,1.0,0,1549.0,1549.0,0,1.0
1473.0,5496.583,-4226.07,1.0,0,1473.0,1473.0,0,1.0
1390.0,7604.489,-4602.75,1.0,0,1390.0,1390.0,0,1.0
1489.0,5815.668,-4193.84,1.0,0,1489.0,1489.0,0,1.0
1213.0,5982.023,-1460.09,1.0,0,1213.0,1213.0,0,1.0
134.0,5322.478,1999.48,1.0,0,134.0,134.0,0,1.0
53.0,1958.78,-2025.81,1.0,0,53.0,53.0,0,1.0
1076.0,6308.698,-2609.28,1.0,0,1076.0,1076.0,0,1.0
1041.0,6618.97,-2610.51,1.0,0,1041.0,1041.0,0,1.0
1011.0,4812.375,-3663.41,1.0,0,1011.0,1011.0,0,1.0
496.0,2691.586,-1450.87,1.0,0,496.0,496.0,0,1.0
489.0,4701.931,-2390.26,1.0,0,489.0,489.0,0,1.0
950.0,4812.375,-3663.41,1.0,0,950.0,950.0,0,1.0
1714.0,6552.87,-3998.59,1.0,0,1714.0,1714.0,0,1.0
1690.0,7599.189,-3318.24,1.0,0,1690.0,1690.0,0,1.0
776.0,2909.326,-1199.85,1.0,0,776.0,776.0,0,1.0
1645.0,5063.426,-4322.62,1.0,0,1645.0,1645.0,0,1.0
1623.0,7351.021,-4161.35,1.0,0,1623.0,1623.0,0,1.0
1591.0,4735.108,-4503.98,1.0,0,1591.0,1591.0,0,1.0
344.0,4848.952,2217.516,1.0,0,344.0,344.0,0,1.0
723.0,2796.333,-1555.05,1.0,0,723.0,723.0,0,1.0
