40.0,62,61,19,18,18,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,65,63,63,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,31,30,30,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,66,63,63,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,22,18,18,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,67,63,63,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,33,30,30,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,68,63,63,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,24,18,18,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,28,27,27,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,21,18,18,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,32,30,30,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,23,18,18,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,34,30,30,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,64,63,63,-1,-1,-1,-1,.,.,-1,.
40.0,62,61,20,18,18,-1,-1,-1,-1,.,.,-1,.
40.0,60,59,36,18,-1,19,1,65,14,2,576.0,26,1
40.0,60,59,47,63,-1,65,14,31,8,2,576.0,26,1
40.0,60,59,52,30,-1,31,8,66,15,2,576.0,26,1
40.0,60,59,53,63,-1,66,15,22,4,2,576.0,26,1
40.0,60,59,54,18,-1,22,4,67,16,2,576.0,26,1
40.0,60,59,55,63,-1,67,16,33,10,2,576.0,26,1
40.0,60,59,56,30,-1,33,10,68,17,2,576.0,26,1
40.0,60,59,57,63,-1,68,17,24,6,2,576.0,26,1
40.0,60,59,58,18,-1,19,1,65,14,1,288.0,25,2
40.0,60,59,37,63,-1,65,14,31,8,1,288.0,25,2
40.0,60,59,38,30,-1,31,8,66,15,1,288.0,25,2
40.0,60,59,39,63,-1,66,15,22,4,1,288.0,25,2
40.0,60,59,40,27,-1,28,7,65,14,1,288.0,29,3
40.0,60,59,41,63,-1,65,14,21,3,1,288.0,29,3
40.0,60,59,42,18,-1,21,3,66,15,1,288.0,29,3
40.0,60,59,43,63,-1,66,15,32,9,1,288.0,29,3
40.0,60,59,44,30,-1,32,9,67,16,1,288.0,29,3
40.0,60,59,45,63,-1,67,16,23,5,1,288.0,29,3
40.0,60,59,46,18,-1,23,5,68,17,1,288.0,29,3
40.0,60,59,48,63,-1,68,17,34,11,1,288.0,29,3
40.0,60,59,49,30,-1,34,11,64,13,1,288.0,29,3
40.0,60,59,50,63,-1,64,13,20,2,1,288.0,29,3
40.0,60,59,51,35,-1,22,4,0,12,1,288.0,25,2
