40.0,193,192,57,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,206,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,86,85,85,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,214,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,83,81,81,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,216,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,88,85,85,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,218,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,68,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,196,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,73,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,198,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,59,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,200,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,75,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,202,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,61,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,204,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,77,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,207,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,64,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,209,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,79,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,211,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,66,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,195,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,63,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,213,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,87,85,85,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,215,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,84,81,81,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,217,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,89,85,85,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,219,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,58,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,197,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,74,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,199,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,60,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,201,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,76,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,203,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,62,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,205,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,78,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,208,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,82,81,81,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,65,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,210,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,80,72,72,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,212,194,194,-1,-1,-1,-1,.,.,-1,.
40.0,193,192,67,56,56,-1,-1,-1,-1,.,.,-1,.
40.0,191,190,91,56,-1,57,1,206,42,1,288.0,69,1
40.0,191,190,102,194,-1,206,42,86,24,1,288.0,69,1
40.0,191,190,113,85,-1,86,24,214,50,1,288.0,69,1
40.0,191,190,124,194,-1,214,50,83,22,1,288.0,69,1
40.0,191,190,135,81,-1,83,22,216,52,1,288.0,69,1
40.0,191,190,146,194,-1,216,52,88,26,1,288.0,69,1
40.0,191,190,157,85,-1,88,26,218,54,1,288.0,69,1
40.0,191,190,168,194,-1,218,54,68,12,1,288.0,69,1
40.0,191,190,179,56,-1,57,1,206,42,1,288.0,70,2
40.0,191,190,92,194,-1,206,42,86,24,1,288.0,70,2
40.0,191,190,93,85,-1,86,24,214,50,1,288.0,70,2
40.0,191,190,94,194,-1,214,50,83,22,1,288.0,70,2
40.0,191,190,95,81,-1,83,22,216,52,1,288.0,70,2
40.0,191,190,96,194,-1,216,52,88,26,1,288.0,70,2
40.0,191,190,97,85,-1,88,26,218,54,1,288.0,70,2
40.0,191,190,98,194,-1,218,54,68,12,1,288.0,70,2
40.0,191,190,99,56,-1,68,12,196,32,1,288.0,70,2
40.0,191,190,100,194,-1,196,32,73,13,1,288.0,70,2
40.0,191,190,101,72,-1,73,13,198,34,1,288.0,70,2
40.0,191,190,103,194,-1,198,34,59,3,1,288.0,70,2
40.0,191,190,104,56,-1,59,3,200,36,1,288.0,70,2
40.0,191,190,105,194,-1,200,36,75,15,1,288.0,70,2
40.0,191,190,106,72,-1,75,15,202,38,1,288.0,70,2
40.0,191,190,107,194,-1,202,38,61,5,1,288.0,70,2
40.0,191,190,108,56,-1,61,5,204,40,1,288.0,70,2
40.0,191,190,109,194,-1,204,40,77,17,1,288.0,70,2
40.0,191,190,110,72,-1,77,17,207,43,1,288.0,70,2
40.0,191,190,111,56,-1,57,1,206,42,1,288.0,71,3
40.0,191,190,112,194,-1,206,42,86,24,1,288.0,71,3
40.0,191,190,114,85,-1,86,24,214,50,1,288.0,71,3
40.0,191,190,115,194,-1,214,50,83,22,1,288.0,71,3
40.0,191,190,116,81,-1,83,22,216,52,1,288.0,71,3
40.0,191,190,117,194,-1,216,52,88,26,1,288.0,71,3
40.0,191,190,118,85,-1,88,26,218,54,1,288.0,71,3
40.0,191,190,119,194,-1,218,54,68,12,1,288.0,71,3
40.0,191,190,120,56,-1,68,12,196,32,1,288.0,71,3
40.0,191,190,121,194,-1,196,32,73,13,1,288.0,71,3
40.0,191,190,122,72,-1,73,13,198,34,1,288.0,71,3
40.0,191,190,123,194,-1,198,34,59,3,1,288.0,71,3
40.0,191,190,125,56,-1,59,3,200,36,1,288.0,71,3
40.0,191,190,126,194,-1,200,36,75,15,1,288.0,71,3
40.0,191,190,127,72,-1,75,15,202,38,1,288.0,71,3
40.0,191,190,128,194,-1,202,38,61,5,1,288.0,71,3
40.0,191,190,129,56,-1,61,5,204,40,1,288.0,71,3
