575.0,3.0
553.0,3.0
323.0,3.0
37.0,3.0
564.0,3.0
273.0,3.0
298.0,3.0
51.0,3.0
508.0,3.0
45.0,3.0
759.0,3.0
826.0,3.0
263.0,3.0
530.0,3.0
554.0,3.0
302.0,3.0
549.0,3.0
529.0,3.0
14.0,3.0
512.0,3.0
547.0,3.0
805.0,3.0
268.0,3.0
24.0,3.0
556.0,3.0
552.0,3.0
34.0,3.0
267.0,3.0
788.0,3.0
808.0,3.0
803.0,3.0
558.0,3.0
305.0,3.0
306.0,3.0
254.0,3.0
1.0,3.0
13.0,3.0
55.0,3.0
35.0,3.0
18.0,3.0
802.0,3.0
782.0,3.0
779.0,3.0
773.0,3.0
797.0,3.0
809.0,3.0
531.0,3.0
260.0,3.0
785.0,3.0
40.0,3.0
320.0,3.0
536.0,3.0
28.0,3.0
532.0,3.0
766.0,3.0
30.0,3.0
74.0,3.0
271.0,3.0
541.0,3.0
760.0,3.0
17.0,3.0
812.0,3.0
253.0,3.0
544.0,3.0
299.0,3.0
562.0,3.0
518.0,3.0
796.0,3.0
293.0,3.0
310.0,3.0
282.0,3.0
258.0,3.0
816.0,3.0
5.0,3.0
269.0,3.0
546.0,3.0
63.0,3.0
307.0,3.0
813.0,3.0
39.0,3.0
50.0,3.0
22.0,3.0
53.0,3.0
798.0,3.0
818.0,3.0
57.0,3.0
296.0,3.0
783.0,3.0
20.0,3.0
72.0,3.0
563.0,3.0
9.0,3.0
817.0,3.0
801.0,3.0
21.0,3.0
535.0,3.0
519.0,3.0
507.0,3.0
316.0,3.0
276.0,3.0
555.0,3.0
52.0,3.0
771.0,3.0
827.0,3.0
49.0,3.0
41.0,3.0
60.0,3.0
32.0,3.0
4.0,3.0
272.0,3.0
504.0,3.0
774.0,3.0
815.0,3.0
10.0,3.0
46.0,3.0
70.0,3.0
321.0,3.0
275.0,3.0
313.0,3.0
574.0,3.0
764.0,3.0
790.0,3.0
568.0,3.0
811.0,3.0
784.0,3.0
505.0,3.0
509.0,3.0
513.0,3.0
517.0,3.0
831.0,3.0
315.0,3.0
325.0,3.0
287.0,3.0
566.0,3.0
534.0,3.0
522.0,3.0
506.0,3.0
792.0,3.0
824.0,3.0
33.0,3.0
322.0,3.0
314.0,3.0
294.0,3.0
286.0,3.0
274.0,3.0
262.0,3.0
73.0,3.0
820.0,3.0
780.0,3.0
309.0,3.0
65.0,3.0
545.0,3.0
756.0,3.0
542.0,3.0
71.0,3.0
295.0,3.0
533.0,3.0
59.0,3.0
317.0,3.0
540.0,3.0
47.0,3.0
257.0,3.0
66.0,3.0
