40.0,151,150,63,62,62,-1,-1,-1,-1,.,.,0,-1,59,-1,61
40.0,151,150,164,152,152,-1,-1,-1,-1,.,.,0,59,59,61,61
40.0,151,150,89,88,88,-1,-1,-1,-1,.,.,0,59,59,61,61
40.0,151,150,172,152,152,-1,-1,-1,-1,.,.,0,59,59,61,61
40.0,151,150,86,84,84,-1,-1,-1,-1,.,.,0,59,59,61,61
40.0,151,150,174,152,152,-1,-1,-1,-1,.,.,0,59,59,61,61
40.0,151,150,91,88,88,-1,-1,-1,-1,.,.,0,59,59,61,61
40.0,151,150,176,152,152,-1,-1,-1,-1,.,.,0,59,59,61,61
40.0,151,150,74,62,62,-1,-1,-1,-1,.,.,0,59,-1,61,-1
40.0,151,150,154,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,76,75,75,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,156,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,65,62,62,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,158,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,78,75,75,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,160,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,67,62,62,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,162,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,80,75,75,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,165,152,152,-1,-1,-1,-1,.,.,0,57,-1,60,-1
40.0,151,150,70,62,62,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,167,152,152,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,82,75,75,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,169,152,152,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,72,62,62,-1,-1,-1,-1,.,.,0,56,-1,58,-1
40.0,151,150,153,152,152,-1,-1,-1,-1,.,.,0,-1,57,-1,60
40.0,151,150,69,62,62,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,171,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,90,88,88,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,173,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,87,84,84,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,175,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,92,88,88,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,177,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,64,62,62,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,155,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,77,75,75,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,157,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,66,62,62,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,159,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,79,75,75,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,161,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,68,62,62,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,163,152,152,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,81,75,75,-1,-1,-1,-1,.,.,0,57,57,60,60
40.0,151,150,166,152,152,-1,-1,-1,-1,.,.,0,57,-1,60,-1
40.0,151,150,85,84,84,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,71,62,62,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,168,152,152,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,83,75,75,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,170,152,152,-1,-1,-1,-1,.,.,0,56,56,58,58
40.0,151,150,73,62,62,-1,-1,-1,-1,.,.,0,56,-1,58,-1
40.0,149,148,94,62,62,63,1,164,42,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,98,152,152,164,42,89,24,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,107,88,88,89,24,172,50,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,108,152,152,172,50,86,22,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,112,84,84,86,22,174,52,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,123,152,152,174,52,91,26,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,134,88,88,91,26,176,54,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,137,152,152,176,54,74,12,3.0,864.0,0,-1,-1,-1,-1
40.0,149,148,95,62,62,74,12,154,32,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,96,152,152,154,32,76,13,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,97,75,75,76,13,156,34,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,99,152,152,156,34,65,3,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,100,62,62,65,3,158,36,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,101,152,152,158,36,78,15,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,102,75,75,78,15,160,38,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,103,152,152,160,38,67,5,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,104,62,62,67,5,162,40,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,105,152,152,162,40,80,17,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,106,75,75,80,17,165,43,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,109,152,152,165,43,70,8,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,110,62,62,70,8,167,45,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,111,152,152,167,45,82,19,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,113,75,75,82,19,169,47,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,114,152,152,169,47,72,10,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,115,152,152,153,31,69,7,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,116,62,62,69,7,171,49,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,117,152,152,171,49,90,25,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,118,88,88,90,25,173,51,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,119,152,152,173,51,87,23,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,120,84,84,87,23,175,53,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,121,152,152,175,53,92,27,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,122,88,88,92,27,177,55,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,124,152,152,177,55,64,2,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,125,62,62,64,2,155,33,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,126,152,152,155,33,77,14,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,127,75,75,77,14,157,35,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,128,152,152,157,35,66,4,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,129,62,62,66,4,159,37,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,130,152,152,159,37,79,16,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,131,75,75,79,16,161,39,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,132,152,152,161,39,68,6,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,133,62,62,68,6,163,41,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,135,152,152,163,41,81,18,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,136,75,75,81,18,166,44,2.0,576.0,0,-1,-1,-1,-1
40.0,149,148,138,152,152,159,37,85,21,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,139,84,84,85,21,161,39,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,140,152,152,166,44,71,9,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,141,62,62,71,9,168,46,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,142,152,152,168,46,83,20,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,143,75,75,83,20,170,48,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,144,152,152,170,48,73,11,1.0,288.0,0,-1,-1,-1,-1
40.0,149,148,145,93,62,74,12,0,28,1.0,288.0,1,-1,-1,-1,-1
40.0,149,148,146,93,152,165,43,0,29,1.0,288.0,1,-1,-1,-1,-1
40.0,149,148,147,93,152,166,44,0,30,1.0,288.0,1,-1,-1,-1,-1
