278.0,18.0,100.0
603.0,17.0,100.0
932.0,31.0,83.93446272
212.0,36.0,82.98374609
286.0,45.0,81.51855424
1024.0,49.0,81.11111269
549.0,58.0,79.80032482
1244.0,28.0,77.08084847
24.0,51.0,75.11437877
466.0,78.0,74.17371063
960.0,116.0,72.8935323
461.0,124.0,71.71433443
21.0,9.0,70.92855288
803.0,33.0,68.34972009
1019.0,43.0,66.45592585
581.0,59.0,64.80188638
553.0,125.0,64.69683552
697.0,155.0,64.39233631
76.0,57.0,64.28110936
503.0,157.0,63.5415947
1217.0,183.0,61.22816845
385.0,72.0,60.49866012
1256.0,102.0,60.26103698
265.0,112.0,59.18794194
1321.0,103.0,57.6591191
1174.0,118.0,57.07055665
836.0,189.0,56.99344599
1261.0,195.0,56.95560439
1147.0,200.0,56.54474829
839.0,140.0,56.23435651
998.0,233.0,55.33093703
824.0,148.0,54.86564716
626.0,237.0,54.82148479
361.0,242.0,54.46114025
297.0,16.0,54.29005179
612.0,253.0,53.56354757
1307.0,290.0,53.38468426
158.0,114.0,52.52986838
254.0,0.0,51.41000035
248.0,119.0,51.08024504
206.0,19.0,51.01456977
434.0,150.0,50.98016303
1303.0,160.0,49.90203354
177.0,403.0,49.10268587
177.0,4.0,49.10268587
611.0,170.0,49.04610982
1007.0,194.0,49.01816424
285.0,132.0,48.08269343
542.0,260.0,47.73380449
1017.0,198.0,47.42795226
1082.0,211.0,47.33670514
888.0,315.0,46.87618223
320.0,136.0,46.83589945
71.0,54.0,46.65581662
1015.0,335.0,46.13153421
781.0,337.0,45.88280744
853.0,215.0,45.616672
57.0,24.0,45.37532343
929.0,1.0,45.17642078
1128.0,340.0,45.1559099
1254.0,228.0,45.0579897
1179.0,230.0,44.97315749
1185.0,368.0,44.94676656
471.0,295.0,44.90900262
556.0,248.0,44.51439516
944.0,377.0,43.70137786
202.0,62.0,43.44584439
940.0,254.0,43.38011083
1282.0,265.0,43.17934685
436.0,296.0,43.04472079
1109.0,413.0,43.04238151
1163.0,276.0,42.36160691
728.0,429.0,42.26028533
705.0,444.0,42.11186487
256.0,158.0,41.94053317
435.0,303.0,41.38683977
1255.0,446.0,41.20402293
1062.0,471.0,40.96624944
443.0,278.0,40.7982074
938.0,474.0,40.42593089
885.0,280.0,40.41358804
50.0,73.0,40.31703284
1077.0,329.0,40.16009329
1041.0,332.0,40.08308064
28.0,94.0,39.91200668
139.0,14.0,39.88502934
348.0,2.0,39.59320197
1097.0,333.0,39.37883581
790.0,475.0,39.24317321
1314.0,483.0,38.57013579
1309.0,334.0,38.53602598
721.0,339.0,38.41091944
1112.0,499.0,38.33312414
316.0,3.0,38.26757844
754.0,506.0,38.16807185
622.0,331.0,37.58949133
625.0,11.0,37.39127249
1323.0,532.0,37.16655302
29.0,10.0,36.94832026
