0,40.0,28800.0,1.961712E9,5.0
0,40.0,50400.0,1.961712E9,23.0
0,40.0,54000.0,1.961712E9,1.0
0,40.0,72000.0,1.961712E9,2.0
0,40.0,75600.0,1.961712E9,7.0
0,40.0,28800.0,1.9643904E9,2.0
0,40.0,32400.0,1.9643904E9,3.0
0,40.0,50400.0,1.9643904E9,20.0
0,40.0,54000.0,1.9643904E9,4.0
0,40.0,75600.0,1.9643904E9,14.0
0,40.0,79200.0,1.9643904E9,1.0
0,40.0,32400.0,1.9669824E9,6.0
0,40.0,50400.0,1.9669824E9,22.0
0,40.0,54000.0,1.9669824E9,4.0
0,40.0,57600.0,1.9669824E9,1.0
0,40.0,75600.0,1.9669824E9,14.0
0,40.0,79200.0,1.9669824E9,2.0
0,40.0,82800.0,1.9669824E9,1.0
0,40.0,32400.0,1.9696608E9,6.0
0,40.0,50400.0,1.9696608E9,21.0
0,40.0,54000.0,1.9696608E9,5.0
0,40.0,75600.0,1.9696608E9,10.0
0,40.0,79200.0,1.9696608E9,1.0
0,40.0,32400.0,1.9722528E9,6.0
0,40.0,50400.0,1.9722528E9,22.0
0,40.0,54000.0,1.9722528E9,3.0
0,40.0,75600.0,1.9722528E9,15.0
0,40.0,79200.0,1.9722528E9,2.0
0,40.0,32400.0,1.9749312E9,4.0
0,40.0,50400.0,1.9749312E9,23.0
0,40.0,54000.0,1.9749312E9,3.0
0,40.0,75600.0,1.9749312E9,9.0
0,40.0,79200.0,1.9749312E9,2.0
0,40.0,32400.0,1.9776096E9,2.0
0,40.0,50400.0,1.9776096E9,21.0
0,40.0,54000.0,1.9776096E9,3.0
0,40.0,75600.0,1.9776096E9,9.0
0,40.0,79200.0,1.9776096E9,1.0
0,40.0,32400.0,1.9802016E9,5.0
0,40.0,50400.0,1.9802016E9,22.0
0,40.0,54000.0,1.9802016E9,1.0
0,40.0,57600.0,1.9802016E9,1.0
0,40.0,72000.0,1.9802016E9,1.0
0,40.0,75600.0,1.9802016E9,15.0
0,40.0,79200.0,1.9802016E9,1.0
0,40.0,32400.0,1.98288E9,6.0
0,40.0,50400.0,1.98288E9,22.0
0,40.0,54000.0,1.98288E9,3.0
0,40.0,75600.0,1.98288E9,14.0
0,40.0,79200.0,1.98288E9,1.0
0,40.0,32400.0,1.985472E9,6.0
0,40.0,50400.0,1.985472E9,22.0
0,40.0,54000.0,1.985472E9,3.0
0,40.0,57600.0,1.985472E9,1.0
0,40.0,75600.0,1.985472E9,9.0
0,40.0,79200.0,1.985472E9,1.0
0,40.0,32400.0,1.9881504E9,6.0
0,40.0,50400.0,1.9881504E9,22.0
0,40.0,54000.0,1.9881504E9,4.0
0,40.0,75600.0,1.9881504E9,9.0
0,40.0,79200.0,1.9881504E9,3.0
0,40.0,32400.0,1.9908288E9,6.0
0,40.0,50400.0,1.9908288E9,20.0
0,40.0,54000.0,1.9908288E9,3.0
0,40.0,75600.0,1.9908288E9,9.0
0,40.0,79200.0,1.9908288E9,2.0
0,40.0,32400.0,1.993248E9,4.0
0,40.0,50400.0,1.993248E9,22.0
0,40.0,54000.0,1.993248E9,3.0
0,40.0,75600.0,1.993248E9,12.0
0,40.0,79200.0,1.993248E9,1.0
0,40.0,32400.0,1.9959264E9,3.0
0,40.0,50400.0,1.9959264E9,21.0
0,40.0,54000.0,1.9959264E9,5.0
0,40.0,75600.0,1.9959264E9,11.0
0,40.0,79200.0,1.9959264E9,2.0
0,40.0,32400.0,1.9985184E9,2.0
0,40.0,50400.0,1.9985184E9,18.0
0,40.0,54000.0,1.9985184E9,2.0
0,40.0,75600.0,1.9985184E9,9.0
0,40.0,79200.0,1.9985184E9,1.0
1,40.0,25200.0,1.961712E9,5.0
1,40.0,46800.0,1.961712E9,23.0
1,40.0,50400.0,1.961712E9,1.0
1,40.0,68400.0,1.961712E9,1.0
1,40.0,72000.0,1.961712E9,8.0
1,40.0,25200.0,1.9643904E9,2.0
1,40.0,28800.0,1.9643904E9,3.0
1,40.0,46800.0,1.9643904E9,1.0
1,40.0,50400.0,1.9643904E9,21.0
1,40.0,54000.0,1.9643904E9,2.0
1,40.0,72000.0,1.9643904E9,11.0
1,40.0,75600.0,1.9643904E9,4.0
1,40.0,28800.0,1.9669824E9,6.0
1,40.0,50400.0,1.9669824E9,25.0
1,40.0,54000.0,1.9669824E9,2.0
1,40.0,72000.0,1.9669824E9,9.0
1,40.0,75600.0,1.9669824E9,7.0
1,40.0,79200.0,1.9669824E9,1.0
1,40.0,28800.0,1.9696608E9,6.0
1,40.0,50400.0,1.9696608E9,23.0
1,40.0,54000.0,1.9696608E9,3.0
1,40.0,72000.0,1.9696608E9,8.0
1,40.0,75600.0,1.9696608E9,3.0
1,40.0,28800.0,1.9722528E9,6.0
1,40.0,50400.0,1.9722528E9,22.0
1,40.0,54000.0,1.9722528E9,3.0
1,40.0,72000.0,1.9722528E9,12.0
1,40.0,75600.0,1.9722528E9,5.0
1,40.0,28800.0,1.9749312E9,4.0
1,40.0,50400.0,1.9749312E9,24.0
1,40.0,54000.0,1.9749312E9,2.0
1,40.0,72000.0,1.9749312E9,5.0
1,40.0,75600.0,1.9749312E9,6.0
1,40.0,28800.0,1.9776096E9,2.0
1,40.0,50400.0,1.9776096E9,24.0
1,40.0,72000.0,1.9776096E9,8.0
