40.0,-100,-3000.0,-3000.0,3000.0,1377.0
40.0,-100,3000.0,3000.0,9000.0,507.0
40.0,-100,9000.0,9000.0,15000.0,450.0
40.0,-100,15000.0,15000.0,21000.0,363.0
40.0,-100,21000.0,21000.0,27000.0,122.0
40.0,-100,27000.0,27000.0,33000.0,60.0
40.0,-100,33000.0,33000.0,39000.0,113.0
40.0,-100,39000.0,39000.0,45000.0,20.0
40.0,-100,45000.0,45000.0,51000.0,11.0
40.0,-100,51000.0,51000.0,57000.0,78.0
40.0,-100,57000.0,57000.0,63000.0,28.0
40.0,-100,63000.0,63000.0,69000.0,0.0
40.0,-100,69000.0,69000.0,75000.0,5.0
40.0,-100,75000.0,75000.0,81000.0,0.0
40.0,-100,81000.0,81000.0,87000.0,15.0
40.0,-100,87000.0,87000.0,93000.0,0.0
40.0,-100,93000.0,93000.0,99000.0,3.0
40.0,-100,99000.0,99000.0,105000.0,0.0
40.0,-100,105000.0,105000.0,111000.0,0.0
40.0,-100,111000.0,111000.0,117000.0,3.0
40.0,-100,117000.0,117000.0,123000.0,0.0
40.0,-100,123000.0,123000.0,129000.0,2.0
40.0,-100,129000.0,129000.0,135000.0,0.0
40.0,-100,135000.0,135000.0,141000.0,3.0
40.0,0,-5000.0,-5000.0,5000.0,80.0
40.0,0,5000.0,5000.0,15000.0,339.0
40.0,0,15000.0,15000.0,25000.0,41.0
40.0,0,25000.0,25000.0,35000.0,11.0
40.0,0,35000.0,35000.0,45000.0,118.0
40.0,0,45000.0,45000.0,55000.0,0.0
40.0,0,55000.0,55000.0,65000.0,28.0
40.0,0,65000.0,65000.0,75000.0,0.0
40.0,0,75000.0,75000.0,85000.0,15.0
40.0,0,85000.0,85000.0,95000.0,0.0
40.0,0,95000.0,95000.0,105000.0,0.0
40.0,0,105000.0,105000.0,115000.0,0.0
40.0,0,115000.0,115000.0,125000.0,2.0
40.0,1,-600.0,-600.0,600.0,0.0
40.0,1,600.0,600.0,1800.0,634.0
40.0,1,1800.0,1800.0,3000.0,0.0
40.0,2,-5000.0,-5000.0,5000.0,434.0
40.0,2,5000.0,5000.0,15000.0,0.0
40.0,2,15000.0,15000.0,25000.0,23.0
40.0,2,25000.0,25000.0,35000.0,149.0
40.0,2,35000.0,35000.0,45000.0,3.0
40.0,2,45000.0,45000.0,55000.0,10.0
40.0,2,55000.0,55000.0,65000.0,0.0
40.0,2,65000.0,65000.0,75000.0,2.0
40.0,2,75000.0,75000.0,85000.0,0.0
40.0,2,85000.0,85000.0,95000.0,0.0
40.0,2,95000.0,95000.0,105000.0,0.0
40.0,2,105000.0,105000.0,115000.0,3.0
40.0,3,0.0,0.0,800.0,65.0
40.0,3,800.0,800.0,1600.0,16.0
40.0,3,1600.0,1600.0,2400.0,12.0
40.0,3,2400.0,2400.0,3200.0,30.0
40.0,3,3200.0,3200.0,4000.0,47.0
40.0,3,4000.0,4000.0,4800.0,48.0
40.0,3,4800.0,4800.0,5600.0,99.0
40.0,3,5600.0,5600.0,6400.0,121.0
40.0,3,6400.0,6400.0,7200.0,66.0
40.0,3,7200.0,7200.0,8000.0,63.0
40.0,3,8000.0,8000.0,8800.0,34.0
40.0,3,8800.0,8800.0,9600.0,15.0
40.0,3,9600.0,9600.0,10400.0,7.0
40.0,3,10400.0,10400.0,11200.0,1.0
40.0,4,0.0,0.0,12000.0,223.0
40.0,4,12000.0,12000.0,24000.0,333.0
40.0,4,24000.0,24000.0,36000.0,0.0
40.0,4,36000.0,36000.0,48000.0,0.0
40.0,4,48000.0,48000.0,60000.0,79.0
40.0,4,60000.0,60000.0,72000.0,0.0
40.0,4,72000.0,72000.0,84000.0,3.0
40.0,4,84000.0,84000.0,96000.0,3.0
40.0,4,96000.0,96000.0,108000.0,0.0
40.0,4,108000.0,108000.0,120000.0,0.0
40.0,4,120000.0,120000.0,132000.0,0.0
40.0,4,132000.0,132000.0,144000.0,3.0
