195.0,60.0
552.0,60.0
859.0,60.0
283.0,60.0
397.0,60.0
900.0,60.0
354.0,60.0
876.0,60.0
885.0,60.0
462.0,60.0
127.0,60.0
473.0,60.0
581.0,60.0
212.0,60.0
275.0,60.0
898.0,60.0
378.0,60.0
946.0,60.0
938.0,60.0
559.0,60.0
546.0,60.0
995.0,60.0
627.0,60.0
629.0,59.0
267.0,59.0
843.0,59.0
904.0,59.0
80.0,59.0
603.0,59.0
899.0,59.0
135.0,59.0
863.0,59.0
227.0,59.0
322.0,59.0
381.0,59.0
75.0,59.0
472.0,59.0
250.0,59.0
231.0,59.0
351.0,59.0
861.0,59.0
71.0,59.0
252.0,59.0
255.0,59.0
192.0,59.0
87.0,58.0
551.0,58.0
251.0,58.0
927.0,58.0
492.0,58.0
757.0,58.0
959.0,58.0
478.0,58.0
610.0,58.0
404.0,58.0
749.0,58.0
412.0,58.0
47.0,58.0
873.0,58.0
715.0,58.0
300.0,58.0
387.0,58.0
337.0,58.0
727.0,58.0
755.0,58.0
171.0,58.0
509.0,58.0
479.0,58.0
796.0,58.0
989.0,57.0
128.0,57.0
571.0,57.0
707.0,57.0
830.0,57.0
62.0,57.0
725.0,57.0
742.0,57.0
374.0,57.0
23.0,57.0
850.0,57.0
457.0,57.0
513.0,57.0
822.0,57.0
841.0,57.0
271.0,57.0
219.0,57.0
926.0,57.0
17.0,57.0
744.0,57.0
986.0,57.0
217.0,57.0
857.0,57.0
574.0,57.0
443.0,56.0
102.0,56.0
855.0,56.0
720.0,56.0
565.0,56.0
97.0,56.0
336.0,56.0
208.0,56.0
269.0,56.0
79.0,56.0
1000.0,56.0
278.0,56.0
631.0,56.0
623.0,56.0
57.0,56.0
808.0,56.0
758.0,56.0
413.0,56.0
220.0,56.0
115.0,56.0
919.0,56.0
482.0,55.0
723.0,55.0
643.0,55.0
675.0,55.0
695.0,55.0
327.0,55.0
40.0,55.0
790.0,55.0
996.0,55.0
694.0,55.0
831.0,55.0
525.0,55.0
114.0,55.0
913.0,55.0
318.0,55.0
923.0,55.0
922.0,55.0
785.0,55.0
874.0,55.0
346.0,55.0
420.0,55.0
155.0,55.0
461.0,55.0
313.0,55.0
98.0,55.0
814.0,54.0
759.0,54.0
647.0,54.0
980.0,54.0
692.0,54.0
622.0,54.0
369.0,54.0
591.0,54.0
37.0,54.0
394.0,54.0
28.0,54.0
548.0,54.0
395.0,54.0
968.0,54.0
89.0,54.0
784.0,54.0
971.0,54.0
201.0,54.0
679.0,54.0
543.0,54.0
531.0,54.0
39.0,54.0
49.0,54.0
297.0,53.0
970.0,53.0
83.0,53.0
232.0,53.0
881.0,53.0
590.0,53.0
189.0,53.0
228.0,53.0
607.0,53.0
862.0,53.0
836.0,53.0
879.0,53.0
869.0,53.0
933.0,53.0
329.0,53.0
134.0,53.0
664.0,53.0
602.0,53.0
423.0,53.0
429.0,53.0
998.0,53.0
398.0,53.0
982.0,53.0
268.0,53.0
500.0,53.0
320.0,53.0
156.0,52.0
389.0,52.0
105.0,52.0
921.0,52.0
616.0,52.0
